Container ID,Stage,Substage,Stage Sequence,Substage Sequence,Assigned Role,Expected TAT (hrs),Actual TAT (hrs),Deviation,Deviation Reason,Start Date,Start Timestamp,End Date,End Timestamp,Status,
CONT-0001, Delivery & Handover,"Delivery, Unloading & Quality Check",5,2,Client Warehouse Manager,6,8,Yes,Documentation Delay,05-07-2025,09:00:00,05-07-2025,17:00:00,Completed,
CONT-0001, Delivery & Handover,System & Documentation Updates,5,3,ERP Operator,3,5,Yes,Client Unresponsive,05-07-2025,17:00:00,05-07-2025,22:00:00,Completed,
CONT-0001, Delivery & Handover,"Invoicing, Feedback & Closure",5,4,Client Service Manager,7,6,No,No Deviation,05-07-2025,22:00:00,06-07-2025,04:00:00,Completed,
CONT-0002, Plan & Book,Freight requirement assessment,1,1,Freight Manager,7,7,No,No Deviation,03-07-2025,00:00:00,03-07-2025,07:00:00,Completed,
CONT-0002, Plan & Book,Route & mode planning,1,2,Logistics Planner,8,8,No,No Deviation,03-07-2025,07:00:00,03-07-2025,15:00:00,Completed,
CONT-0002, Plan & Book,Quotation & booking,1,3,Sales Executive,5,7,Yes,Documentation Delay,03-07-2025,15:00:00,03-07-2025,22:00:00,Completed,
CONT-0002, Plan & Book,Client confirmation & scheduling,1,4,Client Relations Manager,7,8,Yes,Staff Unavailable,03-07-2025,22:00:00,04-07-2025,06:00:00,Completed,
CONT-0002, Shipping Services,Cargo Consolidation & Stuffing,2,1,CFS Manager,7,9,Yes,Staff Unavailable,04-07-2025,06:00:00,04-07-2025,15:00:00,Completed,
CONT-0002, Shipping Services,Vessel Booking & Allocation,2,2,Vessel Planner,8,7,No,No Deviation,04-07-2025,15:00:00,04-07-2025,22:00:00,Completed,
CONT-0002, Shipping Services,Pre-Shipment Inspection & Gate-In,2,3,Quality Control Officer,7,8,Yes,Documentation Delay,04-07-2025,22:00:00,05-07-2025,06:00:00,Completed,
CONT-0002, Shipping Services,"Documentation, EDI & BL Issuance",2,4,EDI Specialist,7,6,No,No Deviation,05-07-2025,06:00:00,05-07-2025,12:00:00,Completed,
CONT-0002, Shipping Services,Vessel Onboarding & Tracking,2,5,Marine Operations Coordinator,6,8,Yes,Documentation Delay,05-07-2025,12:00:00,05-07-2025,20:00:00,Completed,
CONT-0002, Port Handling,Vessel Arrival & Port Unloading,3,1,Port Operations Team,8,10,Yes,Inspection Delay,05-07-2025,20:00:00,06-07-2025,06:00:00,Completed,
CONT-0002, Port Handling,Yard Stacking at Port,3,2,Port Operations Team,5,4,No,No Deviation,06-07-2025,06:00:00,06-07-2025,10:00:00,Completed,
CONT-0002, Port Handling,Movement to CFS,3,3,Port Operations Team,5,4,No,No Deviation,06-07-2025,10:00:00,06-07-2025,14:00:00,Completed,
CONT-0002, CFS,Gate-In at CFS,4,1,CFS Gate Supervisor,5,5,No,No Deviation,06-07-2025,14:00:00,06-07-2025,19:00:00,Completed,
CONT-0002, CFS,EDI Operations & Documentation at CFS,4,2,CFS Documentation Officer,8,7,No,No Deviation,06-07-2025,19:00:00,07-07-2025,02:00:00,Completed,
CONT-0002, CFS,Customs Examination & Clearance at CFS,4,3,Customs Officer,7,8,Yes,Staff Unavailable,07-07-2025,02:00:00,07-07-2025,10:00:00,Completed,
CONT-0002, CFS,Seal Cutting of the Container,4,4,Container Supervisor,3,4,Yes,Client Unresponsive,07-07-2025,10:00:00,07-07-2025,14:00:00,Completed,
CONT-0002, CFS,Route planning and optimization,4,5,Route Planner,5,5,No,No Deviation,07-07-2025,14:00:00,07-07-2025,19:00:00,Completed,
CONT-0002, CFS,Dispatch to Importer,4,6,Dispatch Coordinator,8,10,Yes,Route Blockage,07-07-2025,19:00:00,08-07-2025,05:00:00,Completed,
CONT-0002, Delivery & Handover,Inland Transport Booking & Scheduling,5,1,Delivery Coordinator,8,8,No,No Deviation,08-07-2025,05:00:00,08-07-2025,13:00:00,Completed,
CONT-0002, Delivery & Handover,"Delivery, Unloading & Quality Check",5,2,Client Warehouse Manager,4,3,No,No Deviation,08-07-2025,13:00:00,08-07-2025,16:00:00,Completed,
CONT-0002, Delivery & Handover,System & Documentation Updates,5,3,ERP Operator,8,10,Yes,Documentation Delay,08-07-2025,16:00:00,09-07-2025,02:00:00,Completed,
CONT-0002, Delivery & Handover,"Invoicing, Feedback & Closure",5,4,Client Service Manager,5,5,No,No Deviation,09-07-2025,02:00:00,09-07-2025,07:00:00,Completed,
CONT-0003, Plan & Book,Freight requirement assessment,1,1,Freight Manager,4,3,No,No Deviation,01-07-2025,00:00:00,01-07-2025,03:00:00,Completed,
CONT-0003, Plan & Book,Route & mode planning,1,2,Logistics Planner,5,6,Yes,Client Unresponsive,01-07-2025,03:00:00,01-07-2025,09:00:00,Completed,
CONT-0003, Plan & Book,Quotation & booking,1,3,Sales Executive,6,8,Yes,Inspection Delay,01-07-2025,09:00:00,01-07-2025,17:00:00,Completed,
CONT-0003, Plan & Book,Client confirmation & scheduling,1,4,Client Relations Manager,3,3,No,No Deviation,01-07-2025,17:00:00,01-07-2025,20:00:00,Completed,
CONT-0003, Shipping Services,Cargo Consolidation & Stuffing,2,1,CFS Manager,5,6,Yes,Documentation Delay,01-07-2025,20:00:00,02-07-2025,02:00:00,Completed,
CONT-0003, Shipping Services,Vessel Booking & Allocation,2,2,Vessel Planner,8,9,Yes,Inspection Delay,02-07-2025,02:00:00,02-07-2025,11:00:00,Completed,
CONT-0003, Shipping Services,Pre-Shipment Inspection & Gate-In,2,3,Quality Control Officer,3,4,Yes,Route Blockage,02-07-2025,11:00:00,02-07-2025,15:00:00,Completed,
CONT-0003, Shipping Services,"Documentation, EDI & BL Issuance",2,4,EDI Specialist,6,8,Yes,Route Blockage,02-07-2025,15:00:00,02-07-2025,23:00:00,Completed,
CONT-0003, Shipping Services,Vessel Onboarding & Tracking,2,5,Marine Operations Coordinator,5,5,No,No Deviation,02-07-2025,23:00:00,03-07-2025,04:00:00,Completed,
CONT-0003, Port Handling,Vessel Arrival & Port Unloading,3,1,Port Operations Team,6,8,Yes,Inspection Delay,03-07-2025,04:00:00,03-07-2025,12:00:00,Completed,
CONT-0003, Port Handling,Yard Stacking at Port,3,2,Port Operations Team,7,8,Yes,Documentation Delay,03-07-2025,12:00:00,03-07-2025,20:00:00,Completed,
CONT-0003, Port Handling,Movement to CFS,3,3,Port Operations Team,8,10,Yes,Documentation Delay,03-07-2025,20:00:00,04-07-2025,06:00:00,Completed,
CONT-0003, CFS,Gate-In at CFS,4,1,CFS Gate Supervisor,6,6,No,No Deviation,04-07-2025,06:00:00,04-07-2025,12:00:00,Completed,
CONT-0003, CFS,EDI Operations & Documentation at CFS,4,2,CFS Documentation Officer,7,8,Yes,Inspection Delay,04-07-2025,12:00:00,04-07-2025,20:00:00,Completed,
CONT-0003, CFS,Customs Examination & Clearance at CFS,4,3,Customs Officer,3,2,No,No Deviation,04-07-2025,20:00:00,04-07-2025,22:00:00,Completed,
CONT-0003, CFS,Seal Cutting of the Container,4,4,Container Supervisor,5,6,Yes,Inspection Delay,04-07-2025,22:00:00,05-07-2025,04:00:00,Completed,
CONT-0003, CFS,Route planning and optimization,4,5,Route Planner,6,8,Yes,Staff Unavailable,05-07-2025,04:00:00,05-07-2025,12:00:00,Completed,
CONT-0003, CFS,Dispatch to Importer,4,6,Dispatch Coordinator,8,10,Yes,Inspection Delay,05-07-2025,12:00:00,05-07-2025,22:00:00,Completed,
CONT-0003, Delivery & Handover,Inland Transport Booking & Scheduling,5,1,Delivery Coordinator,6,5,No,No Deviation,05-07-2025,22:00:00,06-07-2025,03:00:00,Completed,
CONT-0003, Delivery & Handover,"Delivery, Unloading & Quality Check",5,2,Client Warehouse Manager,8,9,Yes,Client Unresponsive,06-07-2025,03:00:00,06-07-2025,12:00:00,Completed,
CONT-0003, Delivery & Handover,System & Documentation Updates,5,3,ERP Operator,6,7,Yes,Documentation Delay,06-07-2025,12:00:00,06-07-2025,19:00:00,Completed,
CONT-0003, Delivery & Handover,"Invoicing, Feedback & Closure",5,4,Client Service Manager,3,5,Yes,Inspection Delay,06-07-2025,19:00:00,07-07-2025,00:00:00,Completed,
CONT-0004, Plan & Book,Freight requirement assessment,1,1,Freight Manager,8,8,No,No Deviation,03-07-2025,00:00:00,03-07-2025,08:00:00,Completed,
CONT-0004, Plan & Book,Route & mode planning,1,2,Logistics Planner,3,3,No,No Deviation,03-07-2025,08:00:00,03-07-2025,11:00:00,Completed,
CONT-0004, Plan & Book,Quotation & booking,1,3,Sales Executive,7,9,Yes,Documentation Delay,03-07-2025,11:00:00,03-07-2025,20:00:00,Completed,
CONT-0004, Plan & Book,Client confirmation & scheduling,1,4,Client Relations Manager,4,3,No,No Deviation,03-07-2025,20:00:00,03-07-2025,23:00:00,Completed,
CONT-0004, Shipping Services,Cargo Consolidation & Stuffing,2,1,CFS Manager,4,5,Yes,Inspection Delay,03-07-2025,23:00:00,04-07-2025,04:00:00,Completed,
CONT-0004, Shipping Services,Vessel Booking & Allocation,2,2,Vessel Planner,6,5,No,No Deviation,04-07-2025,04:00:00,04-07-2025,09:00:00,Completed,
CONT-0004, Shipping Services,Pre-Shipment Inspection & Gate-In,2,3,Quality Control Officer,7,7,No,No Deviation,04-07-2025,09:00:00,04-07-2025,16:00:00,Completed,
CONT-0004, Shipping Services,"Documentation, EDI & BL Issuance",2,4,EDI Specialist,8,10,Yes,Inspection Delay,04-07-2025,16:00:00,05-07-2025,02:00:00,Completed,
CONT-0004, Shipping Services,Vessel Onboarding & Tracking,2,5,Marine Operations Coordinator,5,7,Yes,Documentation Delay,05-07-2025,02:00:00,05-07-2025,09:00:00,Completed,
CONT-0004, Port Handling,Vessel Arrival & Port Unloading,3,1,Port Operations Team,7,7,No,No Deviation,05-07-2025,09:00:00,05-07-2025,16:00:00,Completed,
CONT-0004, Port Handling,Yard Stacking at Port,3,2,Port Operations Team,7,8,Yes,Route Blockage,05-07-2025,16:00:00,06-07-2025,00:00:00,Completed,
CONT-0004, Port Handling,Movement to CFS,3,3,Port Operations Team,5,6,Yes,Staff Unavailable,06-07-2025,00:00:00,06-07-2025,06:00:00,Completed,
CONT-0004, CFS,Gate-In at CFS,4,1,CFS Gate Supervisor,3,2,No,No Deviation,06-07-2025,06:00:00,06-07-2025,08:00:00,Completed,
CONT-0004, CFS,EDI Operations & Documentation at CFS,4,2,CFS Documentation Officer,8,8,No,No Deviation,06-07-2025,08:00:00,06-07-2025,16:00:00,Completed,
CONT-0004, CFS,Customs Examination & Clearance at CFS,4,3,Customs Officer,6,8,Yes,Client Unresponsive,06-07-2025,16:00:00,07-07-2025,00:00:00,Completed,
CONT-0004, CFS,Seal Cutting of the Container,4,4,Container Supervisor,3,4,Yes,Inspection Delay,07-07-2025,00:00:00,07-07-2025,04:00:00,Completed,
CONT-0004, CFS,Route planning and optimization,4,5,Route Planner,8,10,Yes,Staff Unavailable,07-07-2025,04:00:00,07-07-2025,14:00:00,Completed,
CONT-0004, CFS,Dispatch to Importer,4,6,Dispatch Coordinator,7,8,Yes,Route Blockage,07-07-2025,14:00:00,07-07-2025,22:00:00,Completed,
CONT-0004, Delivery & Handover,Inland Transport Booking & Scheduling,5,1,Delivery Coordinator,4,3,No,No Deviation,07-07-2025,22:00:00,08-07-2025,01:00:00,Completed,
CONT-0004, Delivery & Handover,"Delivery, Unloading & Quality Check",5,2,Client Warehouse Manager,4,3,No,No Deviation,08-07-2025,01:00:00,08-07-2025,04:00:00,Completed,
CONT-0004, Delivery & Handover,System & Documentation Updates,5,3,ERP Operator,6,6,No,No Deviation,08-07-2025,04:00:00,08-07-2025,10:00:00,Completed,
CONT-0004, Delivery & Handover,"Invoicing, Feedback & Closure",5,4,Client Service Manager,8,10,Yes,Documentation Delay,08-07-2025,10:00:00,08-07-2025,20:00:00,Completed,
CONT-0005, Plan & Book,Freight requirement assessment,1,1,Freight Manager,5,6,Yes,Documentation Delay,03-07-2025,00:00:00,03-07-2025,06:00:00,Completed,
CONT-0005, Plan & Book,Route & mode planning,1,2,Logistics Planner,7,8,Yes,Inspection Delay,03-07-2025,06:00:00,03-07-2025,14:00:00,Completed,
CONT-0005, Plan & Book,Quotation & booking,1,3,Sales Executive,4,4,No,No Deviation,03-07-2025,14:00:00,03-07-2025,18:00:00,Completed,
CONT-0005, Plan & Book,Client confirmation & scheduling,1,4,Client Relations Manager,5,5,No,No Deviation,03-07-2025,18:00:00,03-07-2025,23:00:00,Completed,
CONT-0005, Shipping Services,Cargo Consolidation & Stuffing,2,1,CFS Manager,3,3,No,No Deviation,03-07-2025,23:00:00,04-07-2025,02:00:00,Completed,
CONT-0005, Shipping Services,Vessel Booking & Allocation,2,2,Vessel Planner,4,4,No,No Deviation,04-07-2025,02:00:00,04-07-2025,06:00:00,Completed,
CONT-0005, Shipping Services,Pre-Shipment Inspection & Gate-In,2,3,Quality Control Officer,6,5,No,No Deviation,04-07-2025,06:00:00,04-07-2025,11:00:00,Completed,
CONT-0005, Shipping Services,"Documentation, EDI & BL Issuance",2,4,EDI Specialist,5,6,Yes,Route Blockage,04-07-2025,11:00:00,04-07-2025,17:00:00,Completed,
CONT-0005, Shipping Services,Vessel Onboarding & Tracking,2,5,Marine Operations Coordinator,7,7,No,No Deviation,04-07-2025,17:00:00,05-07-2025,00:00:00,Completed,
CONT-0005, Port Handling,Vessel Arrival & Port Unloading,3,1,Port Operations Team,7,6,No,No Deviation,05-07-2025,00:00:00,05-07-2025,06:00:00,Completed,
CONT-0005, Port Handling,Yard Stacking at Port,3,2,Port Operations Team,3,4,Yes,Route Blockage,05-07-2025,06:00:00,05-07-2025,10:00:00,Completed,
CONT-0005, Port Handling,Movement to CFS,3,3,Port Operations Team,8,10,Yes,Client Unresponsive,05-07-2025,10:00:00,05-07-2025,20:00:00,Completed,
CONT-0005, CFS,Gate-In at CFS,4,1,CFS Gate Supervisor,6,8,Yes,Client Unresponsive,05-07-2025,20:00:00,06-07-2025,04:00:00,Completed,
CONT-0005, CFS,EDI Operations & Documentation at CFS,4,2,CFS Documentation Officer,3,3,No,No Deviation,06-07-2025,04:00:00,06-07-2025,07:00:00,Completed,
CONT-0005, CFS,Customs Examination & Clearance at CFS,4,3,Customs Officer,5,4,No,No Deviation,06-07-2025,07:00:00,06-07-2025,11:00:00,Completed,
CONT-0005, CFS,Seal Cutting of the Container,4,4,Container Supervisor,6,8,Yes,Client Unresponsive,06-07-2025,11:00:00,06-07-2025,19:00:00,Completed,
CONT-0005, CFS,Route planning and optimization,4,5,Route Planner,5,5,No,No Deviation,06-07-2025,19:00:00,07-07-2025,00:00:00,Completed,
CONT-0005, CFS,Dispatch to Importer,4,6,Dispatch Coordinator,7,7,No,No Deviation,07-07-2025,00:00:00,07-07-2025,07:00:00,Completed,
CONT-0005, Delivery & Handover,Inland Transport Booking & Scheduling,5,1,Delivery Coordinator,4,6,Yes,Client Unresponsive,07-07-2025,07:00:00,07-07-2025,13:00:00,Completed,
CONT-0005, Delivery & Handover,"Delivery, Unloading & Quality Check",5,2,Client Warehouse Manager,3,2,No,No Deviation,07-07-2025,13:00:00,07-07-2025,15:00:00,Completed,
CONT-0005, Delivery & Handover,System & Documentation Updates,5,3,ERP Operator,7,7,No,No Deviation,07-07-2025,15:00:00,07-07-2025,22:00:00,Completed,
CONT-0005, Delivery & Handover,"Invoicing, Feedback & Closure",5,4,Client Service Manager,5,5,No,No Deviation,07-07-2025,22:00:00,08-07-2025,03:00:00,Completed,
CONT-0006, Plan & Book,Freight requirement assessment,1,1,Freight Manager,5,5,No,No Deviation,01-07-2025,00:00:00,01-07-2025,05:00:00,Completed,
CONT-0006, Plan & Book,Route & mode planning,1,2,Logistics Planner,5,6,Yes,Documentation Delay,01-07-2025,05:00:00,01-07-2025,11:00:00,Completed,
CONT-0006, Plan & Book,Quotation & booking,1,3,Sales Executive,5,5,No,No Deviation,01-07-2025,11:00:00,01-07-2025,16:00:00,Completed,
CONT-0006, Plan & Book,Client confirmation & scheduling,1,4,Client Relations Manager,8,9,Yes,Staff Unavailable,01-07-2025,16:00:00,02-07-2025,01:00:00,Completed,
CONT-0006, Shipping Services,Cargo Consolidation & Stuffing,2,1,CFS Manager,8,9,Yes,Client Unresponsive,02-07-2025,01:00:00,02-07-2025,10:00:00,Completed,
CONT-0006, Shipping Services,Vessel Booking & Allocation,2,2,Vessel Planner,7,6,No,No Deviation,02-07-2025,10:00:00,02-07-2025,16:00:00,Completed,
CONT-0006, Shipping Services,Pre-Shipment Inspection & Gate-In,2,3,Quality Control Officer,7,7,No,No Deviation,02-07-2025,16:00:00,02-07-2025,23:00:00,Completed,
CONT-0006, Shipping Services,"Documentation, EDI & BL Issuance",2,4,EDI Specialist,7,7,No,No Deviation,02-07-2025,23:00:00,03-07-2025,06:00:00,Completed,
CONT-0006, Shipping Services,Vessel Onboarding & Tracking,2,5,Marine Operations Coordinator,4,5,Yes,Client Unresponsive,03-07-2025,06:00:00,03-07-2025,11:00:00,Completed,
CONT-0006, Port Handling,Vessel Arrival & Port Unloading,3,1,Port Operations Team,3,2,No,No Deviation,03-07-2025,11:00:00,03-07-2025,13:00:00,Completed,
CONT-0006, Port Handling,Yard Stacking at Port,3,2,Port Operations Team,3,2,No,No Deviation,03-07-2025,13:00:00,03-07-2025,15:00:00,Completed,
CONT-0006, Port Handling,Movement to CFS,3,3,Port Operations Team,8,9,Yes,Staff Unavailable,03-07-2025,15:00:00,04-07-2025,00:00:00,Completed,
CONT-0006, CFS,Gate-In at CFS,4,1,CFS Gate Supervisor,7,9,Yes,Client Unresponsive,04-07-2025,00:00:00,04-07-2025,09:00:00,Completed,
CONT-0006, CFS,EDI Operations & Documentation at CFS,4,2,CFS Documentation Officer,8,7,No,No Deviation,04-07-2025,09:00:00,04-07-2025,16:00:00,Completed,
CONT-0006, CFS,Customs Examination & Clearance at CFS,4,3,Customs Officer,6,7,Yes,Inspection Delay,04-07-2025,16:00:00,04-07-2025,23:00:00,Completed,
CONT-0006, CFS,Seal Cutting of the Container,4,4,Container Supervisor,6,6,No,No Deviation,04-07-2025,23:00:00,05-07-2025,05:00:00,Completed,
CONT-0006, CFS,Route planning and optimization,4,5,Route Planner,8,10,Yes,Inspection Delay,05-07-2025,05:00:00,05-07-2025,15:00:00,Completed,
CONT-0006, CFS,Dispatch to Importer,4,6,Dispatch Coordinator,6,5,No,No Deviation,05-07-2025,15:00:00,05-07-2025,20:00:00,Completed,
CONT-0006, Delivery & Handover,Inland Transport Booking & Scheduling,5,1,Delivery Coordinator,8,7,No,No Deviation,05-07-2025,20:00:00,06-07-2025,03:00:00,Completed,
CONT-0006, Delivery & Handover,"Delivery, Unloading & Quality Check",5,2,Client Warehouse Manager,4,6,Yes,Route Blockage,06-07-2025,03:00:00,06-07-2025,09:00:00,Completed,
CONT-0006, Delivery & Handover,System & Documentation Updates,5,3,ERP Operator,6,8,Yes,Staff Unavailable,06-07-2025,09:00:00,06-07-2025,17:00:00,Completed,
CONT-0006, Delivery & Handover,"Invoicing, Feedback & Closure",5,4,Client Service Manager,5,5,No,No Deviation,06-07-2025,17:00:00,06-07-2025,22:00:00,Completed,
CONT-0007, Plan & Book,Freight requirement assessment,1,1,Freight Manager,8,9,Yes,Inspection Delay,02-07-2025,00:00:00,02-07-2025,09:00:00,Completed,
CONT-0007, Plan & Book,Route & mode planning,1,2,Logistics Planner,6,6,No,No Deviation,02-07-2025,09:00:00,02-07-2025,15:00:00,Completed,
CONT-0007, Plan & Book,Quotation & booking,1,3,Sales Executive,5,4,No,No Deviation,02-07-2025,15:00:00,02-07-2025,19:00:00,Completed,
CONT-0007, Plan & Book,Client confirmation & scheduling,1,4,Client Relations Manager,5,5,No,No Deviation,02-07-2025,19:00:00,03-07-2025,00:00:00,Completed,
CONT-0007, Shipping Services,Cargo Consolidation & Stuffing,2,1,CFS Manager,6,5,No,No Deviation,03-07-2025,00:00:00,03-07-2025,05:00:00,Completed,
CONT-0007, Shipping Services,Vessel Booking & Allocation,2,2,Vessel Planner,5,7,Yes,Staff Unavailable,03-07-2025,05:00:00,03-07-2025,12:00:00,Completed,
CONT-0007, Shipping Services,Pre-Shipment Inspection & Gate-In,2,3,Quality Control Officer,4,3,No,No Deviation,03-07-2025,12:00:00,03-07-2025,15:00:00,Completed,
CONT-0007, Shipping Services,"Documentation, EDI & BL Issuance",2,4,EDI Specialist,3,4,Yes,Route Blockage,03-07-2025,15:00:00,03-07-2025,19:00:00,Completed,
CONT-0007, Shipping Services,Vessel Onboarding & Tracking,2,5,Marine Operations Coordinator,7,9,Yes,Staff Unavailable,03-07-2025,19:00:00,04-07-2025,04:00:00,Completed,
CONT-0007, Port Handling,Vessel Arrival & Port Unloading,3,1,Port Operations Team,4,5,Yes,Client Unresponsive,04-07-2025,04:00:00,04-07-2025,09:00:00,Completed,
CONT-0007, Port Handling,Yard Stacking at Port,3,2,Port Operations Team,8,9,Yes,Staff Unavailable,04-07-2025,09:00:00,04-07-2025,18:00:00,Completed,
CONT-0007, Port Handling,Movement to CFS,3,3,Port Operations Team,4,6,Yes,Client Unresponsive,04-07-2025,18:00:00,05-07-2025,00:00:00,Completed,
CONT-0007, CFS,Gate-In at CFS,4,1,CFS Gate Supervisor,6,8,Yes,Inspection Delay,05-07-2025,00:00:00,05-07-2025,08:00:00,Completed,
CONT-0007, CFS,EDI Operations & Documentation at CFS,4,2,CFS Documentation Officer,6,5,No,No Deviation,05-07-2025,08:00:00,05-07-2025,13:00:00,Completed,
CONT-0007, CFS,Customs Examination & Clearance at CFS,4,3,Customs Officer,3,5,Yes,Client Unresponsive,05-07-2025,13:00:00,05-07-2025,18:00:00,Completed,
CONT-0007, CFS,Seal Cutting of the Container,4,4,Container Supervisor,6,6,No,No Deviation,05-07-2025,18:00:00,06-07-2025,00:00:00,Completed,
CONT-0007, CFS,Route planning and optimization,4,5,Route Planner,4,5,Yes,Documentation Delay,06-07-2025,00:00:00,06-07-2025,05:00:00,Completed,
CONT-0007, CFS,Dispatch to Importer,4,6,Dispatch Coordinator,3,4,Yes,Route Blockage,06-07-2025,05:00:00,06-07-2025,09:00:00,Completed,
CONT-0007, Delivery & Handover,Inland Transport Booking & Scheduling,5,1,Delivery Coordinator,7,9,Yes,Inspection Delay,06-07-2025,09:00:00,06-07-2025,18:00:00,Completed,
CONT-0007, Delivery & Handover,"Delivery, Unloading & Quality Check",5,2,Client Warehouse Manager,7,6,No,No Deviation,06-07-2025,18:00:00,07-07-2025,00:00:00,Completed,
CONT-0007, Delivery & Handover,System & Documentation Updates,5,3,ERP Operator,3,5,Yes,Staff Unavailable,07-07-2025,00:00:00,07-07-2025,05:00:00,Completed,
CONT-0007, Delivery & Handover,"Invoicing, Feedback & Closure",5,4,Client Service Manager,5,6,Yes,Route Blockage,07-07-2025,05:00:00,07-07-2025,11:00:00,Completed,
CONT-0008, Plan & Book,Freight requirement assessment,1,1,Freight Manager,3,5,Yes,Documentation Delay,02-07-2025,00:00:00,02-07-2025,05:00:00,Completed,
CONT-0008, Plan & Book,Route & mode planning,1,2,Logistics Planner,7,7,No,No Deviation,02-07-2025,05:00:00,02-07-2025,12:00:00,Completed,
CONT-0008, Plan & Book,Quotation & booking,1,3,Sales Executive,5,6,Yes,Documentation Delay,02-07-2025,12:00:00,02-07-2025,18:00:00,Completed,
CONT-0008, Plan & Book,Client confirmation & scheduling,1,4,Client Relations Manager,6,8,Yes,Client Unresponsive,02-07-2025,18:00:00,03-07-2025,02:00:00,Completed,
CONT-0008, Shipping Services,Cargo Consolidation & Stuffing,2,1,CFS Manager,5,4,No,No Deviation,03-07-2025,02:00:00,03-07-2025,06:00:00,Completed,
CONT-0008, Shipping Services,Vessel Booking & Allocation,2,2,Vessel Planner,4,3,No,No Deviation,03-07-2025,06:00:00,03-07-2025,09:00:00,Completed,
CONT-0008, Shipping Services,Pre-Shipment Inspection & Gate-In,2,3,Quality Control Officer,6,7,Yes,Inspection Delay,03-07-2025,09:00:00,03-07-2025,16:00:00,Completed,
CONT-0008, Shipping Services,"Documentation, EDI & BL Issuance",2,4,EDI Specialist,7,8,Yes,Staff Unavailable,03-07-2025,16:00:00,04-07-2025,00:00:00,Completed,
CONT-0008, Shipping Services,Vessel Onboarding & Tracking,2,5,Marine Operations Coordinator,4,6,Yes,Client Unresponsive,04-07-2025,00:00:00,04-07-2025,06:00:00,Completed,
